,municipio,codEstacao,uf,nomeEstacao,latitude,longitude,datahora,valorMedida,Time,Date
96,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-03 13:50:00,0.0,13:50,2019-01-03
97,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-03 14:50:00,0.0,14:50,2019-01-03
98,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-03 15:20:00,0.2,15:20,2019-01-03
99,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-03 15:50:00,0.0,15:50,2019-01-03
100,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-03 16:50:00,0.0,16:50,2019-01-03
101,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-03 17:30:00,0.2,17:30,2019-01-03
102,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-03 17:50:00,0.0,17:50,2019-01-03
103,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-03 18:50:00,0.0,18:50,2019-01-03
104,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-03 19:50:00,0.0,19:50,2019-01-03
105,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-03 20:00:00,0.2,20:00,2019-01-03
106,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-03 20:50:00,0.0,20:50,2019-01-03
107,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-03 21:20:00,0.2,21:20,2019-01-03
108,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-03 21:50:00,0.0,21:50,2019-01-03
109,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-03 22:50:00,0.2,22:50,2019-01-03
110,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-03 23:00:00,0.0,23:00,2019-01-03
111,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-03 23:50:00,0.0,23:50,2019-01-03
112,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 00:00:00,0.2,00:00,2019-01-04
113,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 00:50:00,0.0,00:50,2019-01-04
114,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 01:20:00,0.2,01:20,2019-01-04
115,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 01:50:00,0.0,01:50,2019-01-04
116,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 02:40:00,0.2,02:40,2019-01-04
117,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 02:50:00,0.0,02:50,2019-01-04
118,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 03:50:00,0.0,03:50,2019-01-04
119,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 04:00:00,0.2,04:00,2019-01-04
120,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 04:50:00,0.0,04:50,2019-01-04
121,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 05:20:00,0.2,05:20,2019-01-04
122,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 05:50:00,0.0,05:50,2019-01-04
123,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 06:40:00,0.2,06:40,2019-01-04
124,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 06:50:00,0.0,06:50,2019-01-04
125,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 07:40:00,0.2,07:40,2019-01-04
126,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 07:50:00,0.0,07:50,2019-01-04
127,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 08:40:00,0.2,08:40,2019-01-04
128,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 08:50:00,0.0,08:50,2019-01-04
129,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 09:50:00,0.0,09:50,2019-01-04
130,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 10:10:00,0.2,10:10,2019-01-04
131,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 10:50:00,0.0,10:50,2019-01-04
132,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 11:20:00,0.2,11:20,2019-01-04
133,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 11:50:00,0.0,11:50,2019-01-04
134,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 12:40:00,0.2,12:40,2019-01-04
135,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 12:50:00,0.0,12:50,2019-01-04
136,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 13:40:00,0.2,13:40,2019-01-04
137,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 13:50:00,0.0,13:50,2019-01-04
138,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 14:40:00,0.2,14:40,2019-01-04
139,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 14:50:00,0.0,14:50,2019-01-04
140,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 15:50:00,0.2,15:50,2019-01-04
141,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 16:50:00,0.0,16:50,2019-01-04
142,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 17:10:00,0.2,17:10,2019-01-04
143,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 18:30:00,0.2,18:30,2019-01-04
144,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 18:50:00,0.0,18:50,2019-01-04
145,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 19:40:00,0.2,19:40,2019-01-04
146,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 19:50:00,0.0,19:50,2019-01-04
147,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 20:50:00,0.0,20:50,2019-01-04
148,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 21:00:00,0.2,21:00,2019-01-04
149,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 21:50:00,0.0,21:50,2019-01-04
150,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 22:10:00,0.2,22:10,2019-01-04
151,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 22:50:00,0.0,22:50,2019-01-04
152,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 23:30:00,0.2,23:30,2019-01-04
153,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-04 23:50:00,0.0,23:50,2019-01-04
154,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 00:50:00,0.2,00:50,2019-01-05
155,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 01:50:00,0.0,01:50,2019-01-05
156,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 02:10:00,0.2,02:10,2019-01-05
157,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 02:50:00,0.0,02:50,2019-01-05
158,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 03:30:00,0.2,03:30,2019-01-05
159,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 03:50:00,0.0,03:50,2019-01-05
160,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 04:50:00,0.2,04:50,2019-01-05
161,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 05:50:00,0.0,05:50,2019-01-05
162,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 06:10:00,0.2,06:10,2019-01-05
163,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 06:50:00,0.0,06:50,2019-01-05
164,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 07:30:00,0.2,07:30,2019-01-05
165,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 07:50:00,0.0,07:50,2019-01-05
166,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 08:50:00,0.2,08:50,2019-01-05
167,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 09:50:00,0.0,09:50,2019-01-05
