index,Tweets frequence,Floods frequency,Duration
2019-03-02,4,3.0,1.5899999999999999
2019-03-03,3,0.0,0.0
2019-03-04,1,0.0,0.0
2019-03-05,3,5.0,13.560000000000002
2019-03-06,1,0.0,0.0
2019-03-07,9,6.0,9.389999999999999
2019-03-09,11,2.0,0.6
2019-03-10,2,0.0,0.0
2019-03-11,7,0.0,0.0
2019-03-12,6,0.0,0.0
