SEQ,N,16,6.LONG,N,16,6.LAT,N,16,6.LOCAL_ED,C,254.LOCALIZACA,C,254.REFERENCIA,C,254.DATA,D.MES,N,16,6.H_INICIO,C,254.H_FIM,C,254.DURACAO,C,254.DUR_H,N,7,2.id_estacao,C,21.codestacao,C,254.latitude,N,24,15.longitude,N,24,15.nome,C,254.id_municip,N,10,0.rede,C,254.tipoestaca,C,254.geocodigo,N,10,0.cidade,C,254.xcoord,N,24,15.ycoord,N,24,15
398.-46,627554.-23,539251.AV DO ESTADO.AV DO ESTADO (BOM RETIRO).R PAULA SOUSA - AMBOS.21/02/2019.2.19:48:00.22:36:00.02:48:00.2,8.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
399.-46,628215.-23,541352.AV DO ESTADO."AV DO. ESTADO".AV MERCURIO - SANTANA/IPIRANGA.21/02/2019.2.20:09:00.21:02:00.00:53:00.0,88.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
403.-46,627557.-23,549089.AV DO ESTADO."AV DO. ESTADO".VD VINTE E CINCO DE MARCO - SANTANA/IPIRANGA - Nâ”œÃ¢O INFORMADA.21/02/2019.2.21:13:00.23:50:00.02:37:00.2,62.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
418.-46,64249.-23,5366.AV RIO BRANCO."AV. RIO BRANCO (REPUBLICA)".AV DUQ DE CAXIAS - BAIRRO/CENTRO.24/02/2019.2.18:15:00.20:00:00.01:45:00.1,75.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
450.-46,64249.-23,5366.AV RIO BRANCO.AV RIO BRANCO.AV DUQ DE CAXIAS-BAIRROCENTRO-SE.26/02/2019.2.07:14:00.16:57:00.09:43:00.9,72.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
455.-46,627042.-23,543123.AV MERCURIO.AV MERCURIO.PC S VITO-UNICO-SE.26/02/2019.2.07:51:00.17:05:00.09:14:00.9,23.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
459.-46,64456.-23,54943.PC DESEM MARIO PIRES.PC DESEM MARIO PIRES.R MARTINS FONTES-CENTROBAIRRO-SE.26/02/2019.2.08:29:00.17:02:00.08:33:00.8,55.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
467.-46,63024.-23,52306.AV SANTOS DUMONT.AV SANTOS DUMONT.ALTURA DO NUMERO 634-SANTANAAEROPORTO-SE.26/02/2019.2.15:04:00.17:11:00.02:07:00.2,12.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
486.-46,64249.-23,5366.AV RIO BRANCO.AV RIO BRANCO REPUBLICA.AV DUQ DE CAXIAS-BAIRROCENTRO - UNICA-SE.02/03/2019.3.19:13:00.19:23:00.00:10:00.0,17.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
494.-46,638115.-23,547317.TN PAPA JOAO PAULO II.TN PAPA JOAO PAULO II (REPUBLICA).ALTURA DO Nâ”œÃœMERO 0 - SANTANA/AEROPORTO.02/03/2019.3.19:29:00.20:42:00.01:13:00.1,22.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
496.-46,63824.-23,55033.AV VINTE E TRES DE MAIO.AV VINTE E TRES DE MAIO.PC DA BANDEIRA - SANTANA/AEROPORTO.02/03/2019.3.19:43:00.19:55:00.00:12:00.0,2.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
515.-46,64177.-23,53758.AV RIO BRANCO.AV RIO BRANCO.R GAL OSORIO - BAIRRO/CENTRO - â”œÃœNICA.02/03/2019.3.20:28:00.20:43:00.00:15:00.0,25.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
536.-46,63219.-23,54198.R VINTE E CINCO DE MARCO.R VINTE E CINCO DE MARCO.R HERCULES FLORENCE-UNICO-SE.05/03/2019.3.18:12:00.21:09:00.02:57:00.2,95.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
539.-46,62815.-23,54028.AV DO ESTADO.AV DO ESTADO.ALTURA DO NUMERO 2950-SANTANAIPIRANGA-SE.05/03/2019.3.18:20:00.21:16:00.02:56:00.2,93.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
540.-46,62947.-23,540356.AV MERCURIO.AV MERCURIO.R DA CANTAREIRA-UNICO - DIREITA-SE.05/03/2019.3.18:24:00.21:17:00.02:53:00.2,88.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
541.-46,63074.-23,53993.AV SEN QUEIROS.AV SEN QUEIROS.R BR DE DUPRAT-UNICO - DIREITA-SE.05/03/2019.3.18:24:00.21:16:00.02:52:00.2,87.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
543.-46,62856.-23,55717.R TEIXEIRA LEITE.R TEIXEIRA LEITE LIBERDADE.R S PAULO-UNICO-SE.05/03/2019.3.18:37:00.20:33:00.01:56:00.1,93.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
575.-46,641155.-23,538239.AV RIO BRANCO.AV RIO BRANCO.R DOS GUSMOES-CENTROBAIRRO-SE.07/03/2019.3.16:48:00.19:21:00.02:33:00.2,55.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
576.-46,627042.-23,543123.AV MERCURIO.AV MERCURIO.PC S VITO-UNICO - ESQUERDA-SE.07/03/2019.3.17:34:00.17:58:00.00:24:00.0,4.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
577.-46,62947.-23,540356.AV MERCURIO.AV MERCURIO.R DA CANTAREIRA-UNICO - ESQUERDA-SE.07/03/2019.3.17:38:00.19:23:00.01:45:00.1,75.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
578.-46,64259.-23,54206.PC DA REPUBLICA.PC DA REPUBLICA.ALTURA DO NUMERO 497-UNICO-SE.07/03/2019.3.17:42:00.19:41:00.01:59:00.1,98.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
579.-46,64167.-23,53791.AV RIO BRANCO.AV RIO BRANCO.ALTURA DO NUMERO 625-BAIRROCENTRO-SE.07/03/2019.3.17:58:00.19:21:00.01:23:00.1,38.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
580.-46,640838.-23,538277.AV RIO BRANCO.AV RIO BRANCO.ALTURA DO NUMERO 530-BAIRROCENTRO-SE.07/03/2019.3.18:02:00.19:22:00.01:20:00.1,33.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
586.-46,611555.-23,54003.AV CELSO GARCIA.AV CELSO GARCIA.R JOSE DE ALENCAR-CENTROBAIRRO - UNICA-MO.09/03/2019.3.18:00:00.18:00:00.00:00:00.0.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
587.-46,611555.-23,54003.AV CELSO GARCIA.AV CELSO GARCIA.R JOSE DE ALENCAR-CENTROBAIRRO - UNICA-MO.09/03/2019.3.18:00:00.18:36:00.00:36:00.0,6.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
604.-46,63891.-23,54979.PQ ANHANGABAU.PQ ANHANGABAU (REPUBLICA).PC DA BANDEIRA - SANTANA/AEROPORTO - â”œÃœNICA.10/03/2019.3.21:53:00.00:19:00.23/01/1900 02:26:00.2,43.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
605.-46,627621.-23,555527.VD LESTE-OESTE.VD LESTE-OESTE.AV RADIAL LESTE-OESTE - LAPA/PENHA - â”œÃœNICA.10/03/2019.3.21:58:00.01:34:00.23/01/1900 03:36:00.3,6.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
641.-46,62646.-23,53036.R TIBIRICA.R TIBIRICA BOM RETIRO.AV DO ESTADO-UNICO-SE.11/03/2019.3.04:45:00.08:44:00.03:59:00.3,98.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
650.-46,61903.-23,55548.R OSCAR HORTA.R OSCAR HORTA.R DOM BOSCO - â”œÃœNICO.11/03/2019.3.06:18:00.12:49:00.06:31:00.6,52.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
674.-46,62408.-23,55482.AV DO ESTADO.AV DO ESTADO BOM RETIRO.R WANDENKOLK-IPIRANGASANTANA - LOCAL-SE.11/03/2019.3.08:42:00.11:26:00.02:44:00.2,73.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
715.-46,638806.-23,549408.AV VINTE E TRES DE MAIO."AV. VINTE E TRES DE MAIO (LIBERDADE)".PC DA BANDEIRA - SANTANA/AEROPORTO.19/03/2019.3.18:07:00.18:56:00.00:49:00.0,82.3809.355030857A.-23,541.-46,629.Centro.2692.CEMADEN.Pluviométrica.3550308.SÃO PAULO.-46,629.-23,541
