,Unnamed: 0,date,text,Time,Date
39039,39039,2019-02-16 15:59:14-02:00,"Sábado de chuva em casa? Never!
#edificioaltinoarantes
#FarolSantander #Banespa #edificiobanespa 
#xiaomi #pocophotography #pocophonef1 em Farol Santander https://t.co/jQbLiV5hTm",15:59,2019-02-16
39153,39153,2019-02-16 13:22:39-02:00,"Sol e chuva a felicidade é a mesma.
#partiulabuta em São Paulo  Brazil https://t.co/q7Kk3KFMh5",13:22,2019-02-16
39276,39276,2019-02-16 11:24:43-02:00,"Não há chuva que atrapalhe a nossa luta contra o confisco salarial que quer nos enfiar goela abaixo o Bruno Disney Covas!
#naoaoconfisco… https://t.co/Je1lpGbiSh",11:24,2019-02-16
39312,39312,2019-02-16 10:56:38-02:00,"Bom dia. Chove chuva! 🌧️💧
#modelo #malemodel #fashion #instafashion #beauty #retrato #portrait #editorial #moda #masculine #physique… https://t.co/0wH6pNt1YH",10:56,2019-02-16
39365,39365,2019-02-16 09:17:43-02:00,"O dia amanheceu com chuva  com jeito de Outono🍁🍁
Tem algo que  combine mais que café fresco e  quentinho?
Um sábado cheio de possibilidades pra todos nós 💙💙🌧☔☕☕
#cafe #cafezinho… https://t.co/v1Lj4WvsRP",09:17,2019-02-16
39376,39376,2019-02-16 08:54:50-02:00,3threstudio.  Presente com chuva ... sol... neve .... 🤣🤣🤣🚘😎👫 em São Paulo  Brazil https://t.co/PWE0TeS7Hl,08:54,2019-02-16
39398,39398,2019-02-16 07:34:29-02:00,Enquanto tô esperando as lojas na #santaefigenia abrirem tô aqui curtindo um som na chuva!! #dubstep #femalevocal #chuvasp #rainmood em Santa Efigenia Centro Da Cidade https://t.co/TjQpjiKVmh,07:34,2019-02-16
39484,39484,2019-02-15 23:50:27-02:00,Sobre nossa Sexta Feira ... mesmo com muita chuva a galera compareceu 👏👏👏 em Samba Da Marconi https://t.co/91Kb6o4GHD,23:50,2019-02-15
39544,39544,2019-02-15 22:44:26-02:00,"Teve DRE  teve chuva  teve caminhada  teve gente  teve luta! 
Não tem arrego! ✊🏼👊🏼✌🏼 em Prefeitura de São Paulo https://t.co/QrAY9deek0",22:44,2019-02-15
39586,39586,2019-02-15 22:05:06-02:00,"Semi-drunk  all wet and completely annoyed: it rains in São Paulo 😒
#rain #downpour #itsraining #raining #chuva #choveufudeu #molhadinha #molhouorolê #sãopedro em São Paulo  Brazil https://t.co/FlOAo2bzNa",22:05,2019-02-15
39744,39744,2019-02-17 18:41:13-03:00,Boa noite  depois da chuva de  ontem  olha  que  lindo. em São Paulo  Brazil https://t.co/QCRjK6R76E,18:41,2019-02-17
39847,39847,2019-02-17 17:20:49-03:00,"A precipitação é o resultado de pessoas ansiosas  as que não conseguem viver um dia de cada vez.
Não dê passos maiores que suas pernas  não queira abraçar tudo ao mesmo tempo  não há… https://t.co/7uhjJ9tLtp",17:20,2019-02-17
39853,39853,2019-02-17 17:17:06-03:00,Quando do segundo dia seguido de chuva: limpe sua caixa de entrada de e-mails e aproveite pra cancelar assinaturas de newsletters. Revigorante! em São Paulo … https://t.co/oC5N1D6dOp,17:17,2019-02-17
39968,39968,2019-02-17 15:22:56-03:00,"Domingo de chuva🖤 
48/365 #Domingou #Chuva #SP em São Paulo  Brazil https://t.co/z3dH3oqioi",15:22,2019-02-17
39996,39996,2019-02-17 15:00:29-03:00,"Boa tarde galera. Tudo bem? Olha que invenção top. 🤣🤣🤣🤣🍻🍻🍾🍾
Dispositivo para diminuir a vontade de beber. 😘😘
#boatarte #sp #mg
#frutalmg #brasil #domingo #fds #dianublado #chuva… https://t.co/i3W5CSOlzU",15:00,2019-02-17
40252,40252,2019-02-17 10:54:06-03:00,"Domingão pós chuva ouvindo um som 
#heavymetal #rocknroll #sunday #musica em São Paulo  Brazil https://t.co/jwhri5pSOR",10:54,2019-02-17
40254,40254,2019-02-17 10:47:20-03:00,"Chuva forte no sábado impossibilitou fotografar? Não sempre é possível fazer uma foto 
#saopaulo #saopaulocity #sp #splovers #saopaulowalk #cidadedagaroa #spdagaroa #ig_saopaulo… https://t.co/bspEjKz9QB",10:47,2019-02-17
40292,40292,2019-02-17 10:16:06-03:00,Os benefícios do Sol acontecem quando os raios penetram na pele e nos olhos. Se de um lado o filtro solar e os óculos escuros bloqueiam esses benefícios  de outro  a exposição… https://t.co/SkFTgynyKr,10:16,2019-02-17
40371,40371,2019-02-17 08:35:27-03:00,torça para ter uma filha que interrompe a maratona de The Umbrella Academy para andar na chuva com você em São Paulo  Brazil https://t.co/pTYRQTClxk,08:35,2019-02-17
40413,40413,2019-02-17 06:41:23-03:00,NÃO RECLAME PORQUE SUA CASA OU COMÉRCIO FICOU TODO ALAGADO....Lembra daquela garrafinha que voce jogou na Rua?????? em São Paulo  Brazil https://t.co/VO4SwXd3IZ,06:41,2019-02-17
40491,40491,2019-02-17 00:15:41-03:00,"Amanhã tem mercadoparibar de carnaval! 🎋🍀👏🏾👏🏾👏🏾
(se tudo correr bem  sem chuva!) 🙏🏾
Um dia de muito glamour dos expositores para você se montar maravilhosamente para os 'quatros dias que… https://t.co/G04SRR14e4",00:15,2019-02-17
40494,40494,2019-02-17 00:12:29-03:00,"....
Melhor viver  meu bem
Pois há um lugar em que o sol brilha pra você
Chorar  sorrir também e dançar
Dançar na chuva quando a chuva vem
Tem vez que as coisas pesam mais
Do que a gente… https://t.co/1Nw8THyENW",00:12,2019-02-17
40497,40497,2019-02-17 00:10:45-03:00,Mesmo com a chuva  foi massa! #CarnaUol #CarnaUol2019 #SP #BellMarques #Ludmilla #MaiaraeMaraisa #Alok #BandaEva em São Paulo  Brazil https://t.co/wfTv0oB6pG,00:10,2019-02-17
40588,40588,2019-02-16 23:11:01-02:00,Sábado de chuva lá no Bar da Dona Onça - levando nossa colombiana favorita para almoçar. De entrada  bolinho de espinafre e coxinha. Prato principal: língua! 👅 Para terminar … https://t.co/Iq6ek9Ft2J,23:11,2019-02-16
40671,40671,2019-02-18 20:37:47-03:00,A Lua aparece após a chuva com um estilo enigmático atrás das nuvens  impondo-se como soberana sobre a cidade de São Paulo. em São Paulo  Brazil https://t.co/3rFATwkKjp,20:37,2019-02-18
41005,41005,2019-02-18 14:28:15-03:00,"Apaga a luz 
#Light #dark #colors #rainbow em São Paulo  Brazil https://t.co/ngKkcfi1sz",14:28,2019-02-18
41241,41241,2019-02-18 09:08:12-03:00,Oficina de Metáfora.  Você acha que a chuva atrapalhou? em Escola Verbo em Movimento https://t.co/9ItI5Uoj5b,09:08,2019-02-18
41273,41273,2019-02-18 08:16:49-03:00,"Sábado de chuva em casa? Never!
#xiaomi #pocophotography #pocophonef1 em Farol Santander https://t.co/oNfICPhnro",08:16,2019-02-18
41894,41894,2019-02-19 16:02:48-03:00,"🔥CHUVA DE SEGUIDORES 11.1 MIL🔥
 #folowtrick… https://t.co/NhmwCpFj0x",16:02,2019-02-19
41899,41899,2019-02-19 15:54:49-03:00,"🔥CHUVA DE SEGUIDORES 11 MIL🔥
 #folowtrick #chuvadeseguidores… https://t.co/5qPot1Jikn",15:54,2019-02-19
41900,41900,2019-02-19 15:54:37-03:00,"🔥CHUVA DE SEGUIDORES 11 MIL🔥
 #folowtrick #chuvadeseguidores… https://t.co/iTCrC5Rm7E",15:54,2019-02-19
41901,41901,2019-02-19 15:54:20-03:00,"🔥CHUVA DE SEGUIDORES 11 MIL🔥
 #folowtrick… https://t.co/pGRX0X0f3p",15:54,2019-02-19
42416,42416,2019-02-19 01:29:42-03:00,"Pessoas novas que agregam!
COMO é bom nos permitirmos  sábado foi aniversário de uma amiga  eu tinha tomado muita chuva em SP  tava cansada  mas a festa foi mantida e aniversário é uma… https://t.co/SZmzcTP8yi",01:29,2019-02-19
42529,42529,2019-02-18 21:45:11-03:00,Lançamento!! Utilize o CUPOM: WELCOMEW e ganhe 10% de desconto em sua primeira compra Brinco 3 gotas rainbow 🌈 Shop waufen: https://t.co/0hwh2jwj3O • #colares #semijoias #colar #heartshape #semijoia… https://t.co/w96SNbhG2A,21:45,2019-02-18
42593,42593,2019-02-20 20:52:23-03:00,"Treino de ombro e trapézio com uma caminhadinha boa e uma bela chuva na volta.
Sem desculpas  temos de seguir em frente...
#BORATREINAR em São Paulo  Brazil https://t.co/VEWASSgvfs",20:52,2019-02-20
42762,42762,2019-02-20 17:23:41-03:00,"🔥CHUVA DE SEGUIDORES 11.2 MIL🔥
 #folowtrick… https://t.co/TU6xBMQZIb",17:23,2019-02-20
42763,42763,2019-02-20 17:23:27-03:00,"🔥CHUVA DE SEGUIDORES 11.2 MIL🔥
 #folowtrick… https://t.co/YB7V2W75CJ",17:23,2019-02-20
42764,42764,2019-02-20 17:23:17-03:00,"🔥CHUVA DE SEGUIDORES 11.2 MIL🔥
 #folowtrick… https://t.co/9TysLvXjFW",17:23,2019-02-20
42784,42784,2019-02-20 16:58:40-03:00,"🔥CHUVA DE SEGUIDORES 11.1 MIL🔥
 #folowtrick… https://t.co/X2TxsRHJu4",16:58,2019-02-20
42785,42785,2019-02-20 16:58:29-03:00,"🔥CHUVA DE SEGUIDORES 11.1 MIL🔥
 #folowtrick… https://t.co/7cqBLiHypf",16:58,2019-02-20
42786,42786,2019-02-20 16:58:17-03:00,"🔥CHUVA DE SEGUIDORES 11.1 MIL🔥
 #folowtrick… https://t.co/8RpEgmdkUN",16:58,2019-02-20
43246,43246,2019-02-20 06:21:01-03:00,"Amanheceu...
Como diria meu grande mentor.
A tempestade sempre passa.
E quando ela se vai  um lindo dia começa.
#bomdia #goodmorning #instapic #Instafeeds #SPLovers #SP4you… https://t.co/4gdpeEy01q",06:21,2019-02-20
43257,43257,2019-02-20 05:26:03-03:00,"😘😘SDV=SDV UNF=UNF😘😘
#followforfollow #followmeto #followtrick #ganharseguidores #follow4followback #follow4followback #seguedevolta #seguidoresreais #segue #chuva #chuvadelikes… https://t.co/06iGPFXgf0",05:26,2019-02-20
43505,43505,2019-02-21 19:57:00-03:00,Toma-lhe chuva em SP. (@ Edifício Dr. Armando de Arruda Pereira in São Paulo) https://t.co/gap5K8E8PS,19:57,2019-02-21
43757,43757,2019-02-21 15:25:45-03:00,"Minha sobrinha se divertindo em ver pela primeira vez uma nuvem de chuva isolada...hahaha
Em metade do quarteirão chovia e na outra metade não.
Viu como a gente se diverte com pouco?!… https://t.co/cIMZtMynLT",15:25,2019-02-21
43933,43933,2019-02-21 11:50:47-03:00,"Bom diaaaa galera! Abencoado dia a todos. 🙇🙌🙇😘😘. 🎤🎸🎶🎻🎵📯🎼🎺🎙️🎷🥁 
#bomdiaaa #brasil #sp #mg #minhaterra #frutalmg #dianublado #chuva #tempo  #tempestade #music #musicafafa #autoral… https://t.co/pRyYa9MNfv",11:50,2019-02-21
43954,43954,2019-02-21 11:21:30-03:00,Que disco  que reedição! 'Crooked Rain  Crooked Rain'  do Pavement  completou 25 anos neste fevereiro. Em 2004  no aniversário de 10 anos  a @matadorrecords lançou está reedição fodaça que… https://t.co/cdlsl4UHis,11:21,2019-02-21
44043,44043,2019-02-21 09:10:25-03:00,Uma gata cega  um raio de sol  uma cama desarrumada e uma manhã de quinta-feira. 😍 Uma bela combinação! A nossa princesa é MUITO querida! 😻❤️ #manhã #quintafeira #Blind #instagato… https://t.co/z5dU33I45R,09:10,2019-02-21
44179,44179,2019-02-21 01:22:21-03:00,"😘😘SDV=SDV UNF=UNF😘😘
#followforfollow #followmeto #followtrick #ganharseguidores #follow4followback #follow4followback #seguedevolta #seguidoresreais #segue #chuva #chuvadelikes… https://t.co/kZuiZxEV9a",01:22,2019-02-21
44368,44368,2019-02-22 20:42:07-03:00,"🔥CHUVA DE SEGUIDORES 11.7 MIL🔥
 #folowtrick… https://t.co/7OwzXQEIHB",20:42,2019-02-22
44369,44369,2019-02-22 20:41:57-03:00,"🔥CHUVA DE SEGUIDORES 11.7 MIL🔥
 #folowtrick… https://t.co/Ah4Ue8RttM",20:41,2019-02-22
44377,44377,2019-02-22 20:33:32-03:00,Depois que a chuva se vai olha a lua que fica amo Sampa amo !!! em Largo Do Arouche https://t.co/mm05TdJRqB,20:33,2019-02-22
44469,44469,2019-02-22 18:37:59-03:00,"Hoje temoa continuação ali no morfeusclub a festaboombeat ligo nois e nois vai cola como? 
Chega com nois que hoje a noite vai estrala... nem a chuva para nois haha 
HOJE 
A PARTIR DAS… https://t.co/lsMSIR1R3y",18:37,2019-02-22
44515,44515,2019-02-22 18:02:01-03:00,Tem chuva mas #naotemarrego #sampaprevnao #revogajá #reajaousuaprevidênciaacaba em Teatro Bibi Ferreira https://t.co/BietM0fpQc,18:02,2019-02-22
44531,44531,2019-02-22 17:42:54-03:00,Chuva em São Paulo  Brazil https://t.co/qmGAkrW8vC,17:42,2019-02-22
44544,44544,2019-02-22 17:27:43-03:00,Pequena conquista de hoje: embarcar no busão segundos antes do temporal. ☔ em Rua Augusta https://t.co/vjM0zF6YTY,17:27,2019-02-22
44609,44609,2019-02-22 16:02:09-03:00,"Black Hammer número 1
Essa é uma das leituras q depois de fazer vc se pergunta pq não leu antes!
Vc tem toda a razão @brunomaranhaosk ! É sensacional!
Aquela chuva de referências e… https://t.co/5aU1qV5xmn",16:02,2019-02-22
44653,44653,2019-02-22 15:28:42-03:00,#arcoiris que teve ontem aqui perto do  trampo no final do dia. #sky #clouds #skyline #rainbow em São Paulo  Brazil https://t.co/3Oinv7JxlP,15:28,2019-02-22
44924,44924,2019-02-22 08:45:02-03:00,"Isso sim é uma ótima ideia. 
Aluguel de guarda-chuvas com a entrega em base espalhadas pela cidade.
Eu sou um cara que odeio sair carregando guarda-chuva. Muitas vezes me molho  por… https://t.co/1RgxVOSvgj",08:45,2019-02-22
45135,45135,2019-02-21 22:33:18-03:00,"Belo dia de treino  caminhada e pernas  a chuva veio mas não abateu...
#BORATREINAR em São Paulo  Brazil https://t.co/1IF1imm2Uy",22:33,2019-02-21
45332,45332,2019-02-23 18:39:55-03:00,Hoje estou vendo do chão a tempestade que geralmente vejo lá de cima ! Sinceramente é muito mais tranquilo aqui embaixo 😊👏👏! em São Paulo  Brazil https://t.co/zk1smPnCXB,18:39,2019-02-23
45579,45579,2019-02-23 14:17:21-03:00,Já é carnaval cidade  acorda pra ver!  A chuva passou cidade e o sol brilha aê! #carnaval2019 #sp #frevo em São Paulo  Brazil https://t.co/RAEAnbFIxG,14:17,2019-02-23
45912,45912,2019-02-23 06:54:26-03:00,"Na aula de hoje vai ter chuva de lições sobre horas. Preparem-se! Rs
#learningenglish #estudaringles #vemaprenderingles #aulaspresenciais #aulasporskype #simuladordeintercambio em São… https://t.co/RWLJnYIXHH",06:54,2019-02-23
45930,45930,2019-02-23 04:56:49-03:00,"🍷Ótimo Final De Semana Lindinhos🍷
#followforfollow #followmeto #followtrick #ganharseguidores #follow4followback #follow4followback #seguedevolta #seguidoresreais #segue #chuva… https://t.co/2LHxsd6wxk",04:56,2019-02-23
45933,45933,2019-02-23 04:55:35-03:00,"🔥CHUVA DE SEGUIDORES 11.7 MIL🔥
 #folowtrick… https://t.co/vKSIQlIAzR",04:55,2019-02-23
45934,45934,2019-02-23 04:55:27-03:00,"🔥CHUVA DE SEGUIDORES 11.7 MIL🔥
 #folowtrick… https://t.co/ccd48Tyvof",04:55,2019-02-23
45935,45935,2019-02-23 04:55:16-03:00,"🔥CHUVA DE SEGUIDORES 11.7 MIL🔥
 #folowtrick… https://t.co/hcHm6kkKb5",04:55,2019-02-23
45936,45936,2019-02-23 04:54:16-03:00,"🔥CHUVA DE SEGUIDORES 11.7 MIL🔥
 #folowtrick… https://t.co/lDFJYTU6cl",04:54,2019-02-23
45937,45937,2019-02-23 04:54:08-03:00,"🔥CHUVA DE SEGUIDORES 11.7 MIL🔥
 #folowtrick… https://t.co/zx1oOEFW97",04:54,2019-02-23
45938,45938,2019-02-23 04:53:58-03:00,"🔥CHUVA DE SEGUIDORES 11.7 MIL🔥
 #folowtrick… https://t.co/eEWbAXtq6i",04:53,2019-02-23
45939,45939,2019-02-23 04:53:42-03:00,"😘😘SDV=SDV UNF=UNF😘😘
#followforfollow #followmeto #followtrick #ganharseguidores #follow4followback #follow4followback #seguedevolta #seguidoresreais #segue #chuva #chuvadelikes… https://t.co/uePoLY429m",04:53,2019-02-23
45956,45956,2019-02-23 04:45:41-03:00,"🍷Ótimo Final De Semana Lindinhos🍷
#followforfollow #followmeto #followtrick #ganharseguidores #follow4followback #follow4followback #seguedevolta #seguidoresreais #segue #chuva… https://t.co/jY1iCvqUqs",04:45,2019-02-23
46048,46048,2019-02-22 22:59:38-03:00,"🔥CHUVA DE SEGUIDORES 11.7 MIL🔥
 #folowtrick… https://t.co/BDGptnducx",22:59,2019-02-22
46049,46049,2019-02-22 22:59:23-03:00,"🔥CHUVA DE SEGUIDORES 11.7 MIL🔥
 #folowtrick… https://t.co/vrxBzScGTC",22:59,2019-02-22
46050,46050,2019-02-22 22:59:16-03:00,"🔥CHUVA DE SEGUIDORES 11.7 MIL🔥
 #folowtrick… https://t.co/zlPdGwpQwc",22:59,2019-02-22
46066,46066,2019-02-22 22:31:14-03:00,"Depois da chuva o céu sempre da o seu show por aqui.
#cidadesagaroa #sp4you #sp #olharesdesampa #saopauloporvoce #_essipe_ #sao_paulo_today #tvminuto #sampadagaroa #splovers… https://t.co/3JV5bmFHRo",22:31,2019-02-22
46070,46070,2019-02-22 22:26:30-03:00,"Final do dia esplendido com chuva!!!
#sol #pordosol #chuva #casamentodeviuva🌂😎 #sextou #paz #tranquilidade em São Paulo  Brazil https://t.co/3Q6Ku43bHa",22:26,2019-02-22
46181,46181,2019-02-24 20:34:40-03:00,- Dias de sol  dias de chuva  de ventania ou calmaria! Eu disse sim  quero viver a minha vida inteira com você! Eu amo o seu jeito de me fazer sorrir  amo as surpresas e o seu olhar pra… https://t.co/kRupmEtr2k,20:34,2019-02-24
46199,46199,2019-02-24 20:18:45-03:00,"Bem vindo a terra da garoa! Amando Sampa!
Goodnight Sampa!
#s9 #s9photography📷 #SamsungS9 #shotons9 #panorama #photooftheday #panoramic #sampa #vilamariana #saopaulo #rain #instagram… https://t.co/DJPj3nzAH3",20:18,2019-02-24
46294,46294,2019-02-24 18:40:54-03:00,Depois da chuva terrível  o sol... em São Paulo  Brazil https://t.co/K3iGMakMlh,18:40,2019-02-24
46295,46295,2019-02-24 18:39:59-03:00,After rain.... 🌅 @ São Paulo  Brazil https://t.co/JYeuvCqOlL,18:39,2019-02-24
46302,46302,2019-02-24 18:32:01-03:00,Domingo de chuva pede :) em São Paulo  Brazil https://t.co/m7zzM1yjAB,18:32,2019-02-24
46319,46319,2019-02-24 18:18:49-03:00,Sol e chuva... em São Paulo  Brazil https://t.co/cjJKlaP9FB,18:18,2019-02-24
47185,47185,2019-02-25 20:35:51-03:00,Teve chuva  vento e resenha no nosso último ensaio de Rua de 2019. #TomMaior #trintom #carnaval2019 em Bom Retiro https://t.co/SCMXNyhUql,20:35,2019-02-25
47203,47203,2019-02-25 20:04:20-03:00,"🔥CHUVA DE SEGUIDORES 14.4 MIL🔥
 #folowtrick… https://t.co/fqFTchKaBB",20:04,2019-02-25
47204,47204,2019-02-25 20:04:01-03:00,"🔥CHUVA DE SEGUIDORES 14.4 MIL🔥
 #folowtrick… https://t.co/Apzk1L4cNG",20:04,2019-02-25
47205,47205,2019-02-25 20:03:37-03:00,"🔥CHUVA DE SEGUIDORES 14.4 MIL🔥
 #folowtrick… https://t.co/vi6sdbCmp8",20:03,2019-02-25
47351,47351,2019-02-25 17:14:51-03:00,Chuva  Suor e Cerveja! #binacoquet #frevo  #manoucheguitar #gypsyjazz #guitar #acapellaapp em São Paulo  Brazil https://t.co/JQvlgzLnJE,17:14,2019-02-25
47516,47516,2019-02-25 13:13:54-03:00,Travessia de alagado  Expedição São Pedro/Cananéia/Ilha Comprida 2019 ☝☝☝pick-up com  snorkel  #nissanfrontier dando show de técnica   tranquilidade e Boa condução.  Cortesia de nosso… https://t.co/ZoF0E0CDLO,13:13,2019-02-25
47604,47604,2019-02-25 11:37:44-03:00,Tá difícil de entender!? Bora desenhar então. Primeira foto: um dia de pre-Carnaval no Largo da Batata. Segunda foto  o Rio Tietê em Salto  depois de dois dias de chuva. Terceira foto:… https://t.co/gMIpBjgPMd,11:37,2019-02-25
47840,47840,2019-02-25 03:57:37-03:00,"😘Ótimo Início De Semana Lindinhos😘
#followforfollow #followmeto #followtrick #ganharseguidores #follow4followback #follow4followback #seguedevolta #seguidoresreais #segue #chuva… https://t.co/I1cl9JfDLY",03:57,2019-02-25
47973,47973,2019-02-24 22:24:56-03:00,"24.02.2019 - GIRO DE DOMINGO
✔️ Só passeio...
✔ 🤔💭 Uma volta por SP com brother Marco  pra não passar o domingo em branco...
✔ Se teve chuva ☔... Lógico! em Minhocão https://t.co/EoAJMkkNcY",22:24,2019-02-24
48292,48292,2019-02-26 16:47:29-03:00,Dia de chuva no meu #SP ☔️ em São Paulo  Brazil https://t.co/kra60HBYuU,16:47,2019-02-26
48318,48318,2019-02-26 16:27:30-03:00,"Terça &amp; choveu.
#terçafeira #Argoth #work #job #SP #trabalhar #dia #today #hoje
#rota #rotina #maisumdia #diaadia
#cotidiano #Sampa #chuva #rain
#after #centro #SaoPaulo… https://t.co/cWbITEVjA9",16:27,2019-02-26
48370,48370,2019-02-26 14:59:20-03:00,"Mesmo com chuva o treino foi pago  caminhada  costas e tríceps...
#BORATREINAR em São Paulo  Brazil https://t.co/sHEX772DH2",14:59,2019-02-26
48372,48372,2019-02-26 14:55:47-03:00,Sabe aquela vontade de encontrar um bom esconderijo pra se proteger da chuva? Então...🤣🐶 #cholita #esconderijo #xôtemporuim #chovechuva #chovesemparar #canal #cachorroegente #seinscreve… https://t.co/x42nWbkiAO,14:55,2019-02-26
48426,48426,2019-02-26 13:40:18-03:00,Ai do nada a chuva vem 🌧🌬 #rain #chuva #chuvacomvento em São Paulo  Brazil https://t.co/JmDvCUrwNz,13:40,2019-02-26
48532,48532,2019-02-26 11:47:29-03:00,Rabada leve  pra terça com chuva. em Liberdade https://t.co/NghfVtNSNk,11:47,2019-02-26
48692,48692,2019-02-26 08:14:26-03:00,"Pra começar bem o dia!
Como faziamos na “escola publica”!
Ouviram do Ipiranga as margens plácidas
De um povo heróico o brado retumbante 
E o sol da Liberdade  em raios fúlgidos 
Brilhou… https://t.co/BqZL44iRJ7",08:14,2019-02-26
48699,48699,2019-02-26 07:53:05-03:00,Dia de chuva..  saúde devidamente buscada... Jesus amado! 😰q suador esse hit 🏃🏻‍♂️💨🐌🏃🏻‍♂️💨 @ Bio Ritmo Oficial https://t.co/I3WeXhxqsI,07:53,2019-02-26
48703,48703,2019-02-26 07:44:00-03:00,Para encarar a terça chuvosa! Sente a preguiça do cão! Rs #cafe #chuva #buldoguecampeiro #gordo #fredericoevandro em São Paulo  Brazil https://t.co/0rYZ5Pd0vk,07:44,2019-02-26
48732,48732,2019-02-26 06:34:25-03:00,Rise and shine fellow warriors. Don’t let a few rain drops damp your mood down. #motivation #sp #riseandshine 🤗 @ São Paulo  Brazil https://t.co/cnXRBmJwl2,06:34,2019-02-26
48858,48858,2019-02-25 22:31:35-03:00,Porque a meta é essa sempre! “I was Lightning before the Thunder!”... e claro que toda vez que eu vejo qualquer referência eu lembro do meu Mestre da rockygymmkt   rafaribeiro79 e da sua… https://t.co/vrWPYAqhPE,22:31,2019-02-25
48865,48865,2019-02-25 22:27:15-03:00,"Quem disse que a chuva atrapalha o treino? 💪🤜👏💀 Começamos forte a semana. Oss
camila.cristo.1 
cicerocosthabjj em São Paulo  Brazil https://t.co/o0TVV1FEFD",22:27,2019-02-25
49151,49151,2019-02-27 16:28:49-03:00,Todas pra dentro  pq ninguém aguenta mais tanta chuva no lombo! em São Paulo  Brazil https://t.co/PMAlS6uQHq,16:28,2019-02-27
49244,49244,2019-02-27 14:12:56-03:00,"CARNAVAL: E a @Paolapribas está aqui no seu feed para uma dica!
Com o THERMAL você terá uma super proteção térmica para seus cabelos e blinda-los contra agressão de raios UVA!
O… https://t.co/5HUdYAUBxj",14:12,2019-02-27
49272,49272,2019-02-27 13:43:00-03:00,"Desenhar ouvindo o som da chuva caindo  pensando na chuva de alegrias que vem inundando minha vida. Não consigo ter outra reação senão sorrir! 😊
Drawing listening to the sound of rain… https://t.co/7p57qwEkaU",13:43,2019-02-27
49417,49417,2019-02-27 11:48:57-03:00,Experimente tomar banho de chuva e conhecer a energia do céu 🌧🎵 em Futebol https://t.co/TcyChIf6hB,11:48,2019-02-27
49419,49419,2019-02-27 11:47:29-03:00,Experimente tomar banho de chuva e conhecer a energia do céu 🌧🎵 em Futebol https://t.co/DSHGKgxFN8,11:47,2019-02-27
49688,49688,2019-02-27 00:55:09-03:00,"Com essa chuva maluca  fico 🤔!!! Para quem nunca me viu sério  a oportunidade kkkk
 #me #eu #nofilter #selfie #gay #gaybrasil #gaysp #gayboy #instagay #gayman #gaylove #gaymen #gayworld… https://t.co/CAaXsw9F1B",00:55,2019-02-27
49689,49689,2019-02-27 00:53:19-03:00,"😂😂😂Hora Da Limpeza😂😂😂
#followforfollow #followmeto #followtrick #ganharseguidores #follow4followback #follow4followback #seguedevolta #seguidoresreais #segue #chuva… https://t.co/NadEWXDunZ",00:53,2019-02-27
49715,49715,2019-02-26 23:51:50-03:00,Mais um pedal abençoado com a turma da Onze. Hoje foi show demais. Sem chuva... 🙏 em São Paulo  Brazil https://t.co/K5prFMqIob,23:51,2019-02-26
49737,49737,2019-02-26 23:07:49-03:00,"Boa noite  depois de muita  chuva e um tempo sem  sinal  voltamos  para te desejar um bom  descanso amanhã é um  novo dia. 
Descanse. em São Paulo  Brazil https://t.co/SDMvHUQLCm",23:07,2019-02-26
49755,49755,2019-02-26 22:38:54-03:00,"SAN PAULO
#cleothecat #window #blackandwhite #rain #saopaulo #photooftheday em São Paulo  Brazil https://t.co/W0ymifqwmv",22:38,2019-02-26
49818,49818,2019-02-26 21:36:16-03:00,Babilônia que eu tanto amo . #saopaulo #brasil #brasile #brazil #tempestade #pauliceia #pauliceiadesvairada #babilonia #caos #amoreterno @ São Paulo  Brazil https://t.co/A1Dv1q3Mgk,21:36,2019-02-26
50031,50031,2019-02-28 18:03:38-03:00,Tem chuva  tem socorro a morador de rua  mas #naotemarrego #sampaprevnao #revogajá #reajaousuaprevidênciaacaba em Universidade Presbiteriana Mackenzie https://t.co/xn9CsA1ywG,18:03,2019-02-28
50079,50079,2019-02-28 17:06:17-03:00,iti malia capinha de chuva 💦 em Higienopolis Bairro https://t.co/9Kb2N4SjS8,17:06,2019-02-28
50091,50091,2019-02-28 16:52:19-03:00,"Coragem essa chuva chata manas  mas mesmo assim desejo um ótimo fim de tarde para vocês! 
Beijitos. 🦌🌷❤️
#roupas… https://t.co/XqKoqUBpXt",16:52,2019-02-28
50120,50120,2019-02-28 16:10:51-03:00,Até com chuva a Rua 25 de março é movimentada. #centro #sp #chuva #25demarço #fevereiro em Rua 25 de Março https://t.co/YlhOFqEJe3,16:10,2019-02-28
50121,50121,2019-02-28 16:09:41-03:00,Encaramos tudo  chuva inclusive #naotemarrego #sampaprevnao #revogajá #reajaousuaprevidênciaacaba em Prefeitura de São Paulo https://t.co/Q65dcVcmc5,16:09,2019-02-28
50141,50141,2019-02-28 15:41:43-03:00,Boa tarde galera! Todo mundo na expectativa do feriadão? . 🙇🙌🙇😘😘. 🎤🎸🎶🎻🎵📯🎼🎺🎙️🎷🥁 #boatardinha #brasil #sp #mg #minhaterra #frutalmg #dianublado #chuva #tempo  #tempestade #music #musicafafa… https://t.co/MPdXxyupfD,15:41,2019-02-28
