,Unnamed: 0,date,text,Time,Date
19865,19865,2019-01-25 15:37:23-02:00,Aniversário de São Paulo: sol  piscina  nublado  chuva… tudo um pouco porque minha cidade é assim  instável hahahah #semfiltro #nofilter #piscina #sol em São Paulo  Brazil https://t.co/ThWk7DeOsl,15:37,2019-01-25
20041,20041,2019-01-25 13:31:01-02:00,"Parabéns  hoje é o seu dia!
São Paulo  terra de extremos  garoa  sol  frio  mais calor  chuva e até neve em Parelheiros.
A cidade que amo  que de alguma forma sempre estará… https://t.co/7SJTzx1M3o",13:31,2019-01-25
20729,20729,2019-01-24 22:37:00-02:00,"🙁🌩
#tempestade #sãopaulo #sp
#Repost splovers
Tempestade de Raios vista da região de Pinheiros desta semana que passou 😲⚡ #sploves por eitaquefotao // Confira nossas redes:
👍🏻… https://t.co/e7HwGjPCIy",22:37,2019-01-24
20730,20730,2019-01-24 22:34:32-02:00,'Concertando a Broadway' é um espetáculo leve  e muito divertido ao  brincar com versões de musicais clássicos como 'Os Miseráveis'  Cantando na Chuva' e um hilariante pot-pourri de 'A… https://t.co/opNjVspZnB,22:34,2019-01-24
20732,20732,2019-01-24 22:33:02-02:00,"Pré Chuva 
bladergang_br 🇧🇷
#bladergang
#bladergangbr 
#patinsstreet em São Paulo  Brazil https://t.co/bRiRcIwnvt",22:33,2019-01-24
20996,20996,2019-01-26 18:00:14-02:00,"Mais chuva? ... Ao contrário  menos chuva! 
36 graus  agora! 18:00h @ São Paulo  Brazil https://t.co/QNGPcWF2Dx",18:00,2019-01-26
21014,21014,2019-01-26 17:46:48-02:00,Nuca vi chuva tão forte ⛈🌧☔️🌬#believeingod #ourladyofgrace#gratitude #iphone8plus #ilovenyc #williamsburgbk em São Paulo  Brazil https://t.co/HCfQMUCSQs,17:46,2019-01-26
21442,21442,2019-01-26 08:02:02-02:00,Hoje tem jogos eróticos na terma rainbow  conto com a presença de todos em São Paulo  Brazil https://t.co/1kruImda01,08:02,2019-01-26
21629,21629,2019-01-25 22:26:50-02:00,Dia de chuva. em Olindalândia https://t.co/v6LCBfV4gl,22:26,2019-01-25
21709,21709,2019-01-27 21:19:26-02:00,"H  ⠀
Ps: odeio usar guarda-chuva em São Paulo  Brazil https://t.co/pKZtIZM6dt",21:19,2019-01-27
21723,21723,2019-01-27 20:59:49-02:00,"Casamento da Jinny com o Enzo no último 25/01.
Começou com muitq chuva e terminou além do horário previsto com muita alegria e noivos em extase !
Também tive a honra de fazer o primeiro… https://t.co/xgsBHeVrOP",20:59,2019-01-27
21888,21888,2019-01-27 17:58:43-02:00,"Um cafezinho cheio de malandragem e simpatia pra brindar à tarde sem chuva de verão! Quem vem junto?🙌🍺🖤😉
🍺 No copo  uma pilsen marota com café e cacau da @choppashby. Uma belezinha… https://t.co/1LPPhpeoGi",17:58,2019-01-27
22071,22071,2019-01-27 15:04:34-02:00,Pacaembu de novo. Logo mais Santos x SPaulo x Chuva. Narro tudo na CBN/Globo com marramario   @guipradella e @realbruno7 em Estádio Municipal Pacaembu https://t.co/szWutBuxCp,15:04,2019-01-27
22387,22387,2019-01-27 07:26:26-02:00,Depois da noite com muita chuva ⚡️💨 💦💦… https://t.co/4sHg5jpXXE,07:26,2019-01-27
22454,22454,2019-01-27 02:14:43-02:00,"Quando vc se prepara para ir embora pra seus compromissos e começa a chover...
O que nós 'faz' ?????
Tira 'retrato' até a chuva cessar 
ahahhahah em Klaudia Melo Hair https://t.co/ZRBIbYJjym",02:14,2019-01-27
22516,22516,2019-01-26 23:59:26-02:00,A Conferência de missões pegou fogo  foi lindo  mesmo com muita chuva olha o tanto de missionário que foi. Benção pura... em São Paulo  Brazil https://t.co/m9RBeWmCph,23:59,2019-01-26
22524,22524,2019-01-26 23:49:59-02:00,Meu modelo  cortou o cabelo hoje e pediu pra fazer o raio do Relâmpago McQueen. Depois disso a motoca ficou turbinada! @ São Paulo  Brazil https://t.co/VtEGfmXkpX,23:49,2019-01-26
22846,22846,2019-01-28 16:10:38-02:00,"Projeto Inunda: 
2018 foi ano de inundação  ano de mergulhar nas minhas profundezas.
nesse ano me permiti ser vulnerável  assumi minhas fraquezas  conversei com as minhas ansiedades … https://t.co/fo0G34WJRk",16:10,2019-01-28
23545,23545,2019-01-29 16:52:32-02:00,Violeta se protegendo da chuva. em São Paulo  Brazil https://t.co/71uErv3fPt,16:52,2019-01-29
23974,23974,2019-01-29 02:09:50-02:00,"Ela é o caos. Ela é a tempestade disfarçada de calmaria. Ela é a dúvida disfarçada de certeza. Ela é tristeza no carnaval  ela é alegria nos dias de chuva.
By _Nat Medeiros em São Paulo … https://t.co/cIUdZC3vby",02:09,2019-01-29
24134,24134,2019-01-30 21:30:11-02:00,"#PegaDica Concertando a Broadway
Canções clássicas de musicais da Broadway como Grease  Funny Girl  O Fantasma da Ópera  Os Miseráveis  Cats  Cantando na Chuva  Um Violinista… https://t.co/AanC6Vl43O",21:30,2019-01-30
24137,24137,2019-01-30 21:28:28-02:00,Depois da chuva a pessoa se transforma na #loucadapocinha. em Viaduto do Chá https://t.co/nz3thZTlU2,21:28,2019-01-30
24157,24157,2019-01-30 21:08:22-02:00,Niemeyer depois da chuva. #loucadapocinha em Rua Direita https://t.co/xmXsEKmMvj,21:08,2019-01-30
24227,24227,2019-01-30 19:55:46-02:00,"Chuva de Granizo
Solicite orçamento sem compromisso 
WhatsApp: (11)… https://t.co/qaV66Dlac8",19:55,2019-01-30
24264,24264,2019-01-30 19:01:04-02:00,"Mais do mesmo 💙 (Hoje antes da chuva)
#SãoPaulo #nofilter #sp4you #vejasp #omelhorclick #tvminuto #focolocal #spdavez #photooftheday #aconteceemsp #spdagaroa #porai #sp… https://t.co/F1WXvy4MWB",19:01,2019-01-30
24298,24298,2019-01-30 18:25:23-02:00,Cada um se protege da forma que da! #chuva @ Universidade Presbiteriana Mackenzie https://t.co/M4Ng1WzegM,18:25,2019-01-30
24337,24337,2019-01-30 17:17:46-02:00,"Ameaça X Oportunidade
⛈ A chuva sabota  “alguém” agradece e se aproveita. 😽
#Johnny #Pet #Cat #Love #Amor #Friendship #Amizade #Carencia #Parceiro #Grude #Partner #Mate #Glue #Cute… https://t.co/JXwpSirSbr",17:17,2019-01-30
24671,24671,2019-01-30 09:05:01-02:00,"🎶👏🏼A-HÁ! U-HU! Ô NATAN  VOU COMER O SEU BOLO! A CHUVA CAI  A RUA INUNDA! Ô NATAN VOU COMER O SEU BOLO! 🎶👏🏼
Como eu tô feliz de ver você sendo uma pessoa feliz  só de realizar os seus… https://t.co/ye6geP2tE8",09:05,2019-01-30
25341,25341,2019-01-31 14:15:14-02:00,"A chuva de ontem também nos surpreendeu 😱 olha uma prova do quão importante é ter um seguro residencial! 
E você  já foi surpreendido também? Comenta aqui  queremos saber! 
#seguro #chuva… https://t.co/4phWMB4SFn",14:15,2019-01-31
25358,25358,2019-01-31 13:57:54-02:00,"Day after....after rain
https://t.co/CHYeUYdaPz
Solicite orçamento sem… https://t.co/AjRo8cd1hk",13:57,2019-01-31
25427,25427,2019-01-31 12:33:58-02:00,Foto foda de uma noite foda  de um show animal  click do jpsofranz ontem na minha discotecagem na apresentação do @slightlystoopid no @cine_joia . Mano  q fotaça  pegou o raio-x do DJ … https://t.co/tz7jjRL5YL,12:33,2019-01-31
25514,25514,2019-01-31 10:07:06-02:00,"O verão e a energia do sol.
SOL que brilha; 
SOL que está na partitura musical;
O ritual do nascer do sol.
Raios de luz que iluminam a cidade de São Paulo  um convite para… https://t.co/zO3DdRDMnq",10:07,2019-01-31
25565,25565,2019-01-31 09:05:52-02:00,Tem horas que reclamar e reclamar e reclamar deveria cansar. A gente fala para ouvir e fazer alguma coisa. Tudo tem transpiração  e a chuva é que cai do céu.... Conspire a seu… https://t.co/X8zVSwF4HA,09:05,2019-01-31
25752,25752,2019-01-30 23:39:35-02:00,Hoje a chuva veio pesada na ZN e no centro de SP. Peguei uns 10 minutos de chuva de granizo passando pela praça da república. em Aeroporto de congonhas https://t.co/m948DOzUif,23:39,2019-01-30
25768,25768,2019-01-30 23:17:49-02:00,"Cidade nublada... 23°andar...
#saopaulo #sãopaulo #sp #spdemisamores #existeamoremsp #selvadepedra #cidadedeconcreto #city #rain #raio #amomuito #23andar #edificio #3meses #meulugarnomundo… https://t.co/mCH8Ilslxc",23:17,2019-01-30
25935,25935,2019-02-01 20:08:14-02:00,Segundo dia sem uma gota de chuva... em São Paulo  Brazil https://t.co/BBa4npe93L,20:08,2019-02-01
27944,27944,2019-02-03 14:44:07-02:00,"19:00 daquela Quarta que passou.
#Quarta #wednesday #sun #sol #afterrain #poschuva #chuva #city
#Sampa #SaoPaulo #centro #BR #Argoth #light #tarde #afternoon #paisagem #luz #azul #blue… https://t.co/V4qK95sLeh",14:44,2019-02-03
27965,27965,2019-02-03 14:14:27-02:00,"Parece que não  mas choveu ....
#Argoth #SantaEfigênia #igreja #largo #square #church #chuva #oldchurch #gothic #SaoPaulo
#rua #street #concreto #visão
#fotografia #photography em São… https://t.co/KkDCOyo6AG",14:14,2019-02-03
28555,28555,2019-02-04 19:16:40-02:00,"Edição modo arco-iris. 🌈
#edição #edit #logicpro #rainbow #arcoiris #colorido #colorful em Estúdio Traquitana https://t.co/jbJWH5m4gz",19:16,2019-02-04
28801,28801,2019-02-04 14:15:16-02:00,MULHER É LEVADA PELA CHUVA FORTE em São Paulo  Brazil https://t.co/Qj8tXAZvYh,14:15,2019-02-04
28816,28816,2019-02-04 14:01:53-02:00,"Com sol ou chuva é folgaaaaaa!
Hahahaha 🏃‍♂️fuui em São Paulo  Brazil https://t.co/EusXxOMlqq",14:01,2019-02-04
28907,28907,2019-02-04 11:39:04-02:00,E a semana inicia com uma chuvinha bem gostosa... será que só eu gosto do tempo assim? 🌧 #selfie #instaselfie #barba #chuva em São Paulo  Brazil https://t.co/cLefvj6PmE,11:39,2019-02-04
28927,28927,2019-02-04 11:10:50-02:00,"Bom dia. Mais um pouco de chuva em São Paulo para refrescar a alma de tanto calor. 🌧️💧
Com meu amigo leandro_paes by @laercioluz 
#modelo #malemodel #fashion #instafashion #beauty #retrato… https://t.co/p3CxgREj6K",11:10,2019-02-04
28944,28944,2019-02-04 10:53:17-02:00,"A FORÇA DO PENSAMENTO. MUITA GENTE PEDINDO CHUVA A DEUS. A ORAÇÃO FOI TÃO GRANDE QUE AS VIAS PÚBLICAS DE SÃO PAULO ESTÃO ALAGADAS .
VOCÊ PRECISA CONFIAR MAIS NO SEU PENSAMENTO  USE… https://t.co/Xgruxf8jne",10:53,2019-02-04
28964,28964,2019-02-04 10:33:47-02:00,Pegando chuva (@ Praça da República in São Paulo  SP) https://t.co/tAFx75MNoh,10:33,2019-02-04
28983,28983,2019-02-04 09:57:21-02:00,☂️☔️Bom dia com chuva...e boa semana...#☔️ #bomdia #goodmorning #bonjour #ficaadica #buongiorno #gutenmorgen #godmorgen #buenosdias #aloha #brazil #sp #saopaulo #🇧🇷 #photo #photography… https://t.co/kVVF8D3qEc,09:57,2019-02-04
29070,29070,2019-02-04 07:27:03-02:00,Bom dia Meninas e Meninos! Que a nossa luz divina fortaleça e ilumine os nossos caminhos neste dia! Ótima Semana Friends!!! #bomdia #otimasemana #chuva em São Paulo  Brazil https://t.co/hThaBJSUxH,07:27,2019-02-04
29078,29078,2019-02-04 06:53:48-02:00,Bom dia  a todos. Uma ótima semana que a luz brilhe no caminho de cada um que os guardiões exus Marabô e Tranca Rua estejam presente... #bomdia #chuva #saopaulo #marabo dai.ss86 em São… https://t.co/Ks7a5DFBWy,06:53,2019-02-04
29086,29086,2019-02-04 06:04:35-02:00,"Não vamos desistir diante de qualquer obstáculo!!!
Força para seguir em frente Galera!!!
Bom dia pessoal!!!😎
Segunda de chuva!!!🌧
Sexta de Sol!!!☀️
Um dia abençoado para… https://t.co/NMqFkrf0BN",06:04,2019-02-04
29097,29097,2019-02-04 04:51:08-02:00,Bom diaaaaa galerinha  a segundona chegou e com ela a maravilha da chuva que levará todas energias negativas nos deixando tudo que for de energias positivas … https://t.co/FmZ01zsnkv,04:51,2019-02-04
29503,29503,2019-02-05 16:31:48-02:00,'Portanto  quem ouve estas minhas palavras e as pratica é como um homem prudente que construiu a sua casa sobre a rocha. Caiu a chuva  transbordaram os rios  sopraram os ventos e deram… https://t.co/EGWdtZdeAU,16:31,2019-02-05
29871,29871,2019-02-05 07:55:29-02:00,"Quer? Então faça acontecer  porque a única coisa que cai do céu é a chuva.💧
#boanoite #bomdia #quer #entao #faça #acontecer #porque #a #unica #coisa #que #cai #do #ceu #é #a… https://t.co/PR1CjuxRLx",07:55,2019-02-05
30127,30127,2019-02-06 20:21:24-02:00,"Sabe por que dessa chuva? Resolvi sair da toca. Tô indo para o Camisa 💚💚💚
#camisaverdeebranco🍀 em São Paulo  Brazil https://t.co/F67AgpAR1u",20:21,2019-02-06
30148,30148,2019-02-06 19:44:36-02:00,"Aquela “pecinha básica” do armário: uma capa de chuva dourada.
#AqueleDouradinhoBásico 
#lifestyle #rainydays #verão2019 em São Paulo  Brazil https://t.co/eBkwTSD64C",19:44,2019-02-06
30174,30174,2019-02-06 19:07:22-02:00,Que a chuva lave e limpe o que precisa... em São Paulo  Brazil https://t.co/39HFvlcbxp,19:07,2019-02-06
30217,30217,2019-02-06 18:18:27-02:00,Chuva SP/.  ☂️🌨 #centro #sp465 #chuvas em Vale do Anhangabaú https://t.co/xilU3CgcF3,18:18,2019-02-06
30235,30235,2019-02-06 17:48:19-02:00,Em São Paulo  continua a  chuva   sinto muito  mas  vontade de ficar  quietinha. em São Paulo  Brazil https://t.co/CXPwFu5Oi8,17:48,2019-02-06
30242,30242,2019-02-06 17:38:43-02:00,"Mulher apavorada liga pro marido e pergunta:
Amor ta começando a chover e parece que vai ter enchente  o que faço? 
Marido: Amor procure um lugar alto e espere a agua baixar. ...
Mulher:… https://t.co/SbwLjGm3ds",17:38,2019-02-06
30275,30275,2019-02-06 16:55:32-02:00,"Love in collors!
#diadechuva @ São Paulo  Brazil https://t.co/OYdOvQZvWX",16:55,2019-02-06
30302,30302,2019-02-06 15:49:15-02:00,Quem mora em Sampa sabe o clima e que nem o Paulistano '¦D... de manhã e sol a tarde e chuva e a noite frio'¦D... em São Paulo  Brazil https://t.co/lqG3em1nRp,15:49,2019-02-06
30312,30312,2019-02-06 15:37:21-02:00,"Mais alguém do grupo teve problema com a chuva de hj?
Ou foi somente aqui em casa? em São Paulo  Brazil https://t.co/pkgQncwByR",15:37,2019-02-06
30323,30323,2019-02-06 15:13:02-02:00,"Agora há pouco (15h) na avenida Nazaré no bairro do Ipiranga fios de alta tensão pegando fogo. Risco iminente de um acidente grave! 📌📰
#sp2 #BrasilUrgente #Gazap #chuva #fogo #altatensão… https://t.co/Ju7dyU08EN",15:13,2019-02-06
30427,30427,2019-02-06 12:20:51-02:00,Melhor eternizar que estava arrumada antes de sair pra chuva heeheu em São Paulo  Brazil https://t.co/0tOJTsp3ap,12:20,2019-02-06
30434,30434,2019-02-06 12:03:08-02:00,"Aproveite a chuva! 🌧🔥❤️
#chuva #rafaelaferreira #falarafa #meamocomoestou #eumeamocomoestou #picoftheday #fotografia #photography #atriz #bodypositive #alegria em São… https://t.co/ivolvYrU4S",12:03,2019-02-06
30512,30512,2019-02-06 09:59:47-02:00,"Chove pouco na 'cidade grande'.
Para muitos é sinal de alegria  mas para outros de preocupação...
#bomdia #rainyday #rain #chuva #SPUrbana #SPDaGaroa #Brasil #MotoG4Plus #photography em… https://t.co/bX3pyywyaf",09:59,2019-02-06
30516,30516,2019-02-06 09:52:20-02:00,Mais um dia iniciando e uma operação a todo vapor...manhã de muita chuva e nossa máquina bombando com direito aos “professores” evandro_castro2011 e @ohdoug. Vamo que vamo. Aqui é… https://t.co/tfdLf9uGpc,09:52,2019-02-06
30522,30522,2019-02-06 09:37:01-02:00,"#SP sendo SP  dia #DIFÍCIL de começar. 
#Café #Preto pra #Ajudar #quartafeira de #chuva #TerraDaGaroa em Liberdade (distrito de São Paulo) https://t.co/4wEXbBm3Q4",09:37,2019-02-06
30549,30549,2019-02-06 08:37:57-02:00,Chove chuva. em São Paulo  Brazil https://t.co/Z1Fo3Nx2PA,08:37,2019-02-06
30562,30562,2019-02-06 08:14:45-02:00,☂️☔️Bom dia com chuva...      #☔️ #bomdia #goodmorning #bonjour #ficaadica #buongiorno #gutenmorgen #godmorgen #buenosdias #aloha #brazil #sp #saopaulo #🇧🇷 #photo #photography #foto… https://t.co/DJEQg3zitJ,08:14,2019-02-06
30571,30571,2019-02-06 08:03:40-02:00,"Bom diaaaaa com gotas de chuva aqui em São Paulo mas com muita ENERGIA BOA para você!
Seja o bem que você quer ver no Mundo. 
Simples Assim! em São Paulo  Brazil https://t.co/BCr1jDGALN",08:03,2019-02-06
30620,30620,2019-02-06 05:38:44-02:00,"Um pouco de fé não faz mal a ninguém!!!
Fé no trabalho e Fé nas conquistas!!!
Quarta abençoada pra nós!!!🙏🏽
Nublado por enquanto hoje!!!🌥
#bomdia… https://t.co/rldFLeUhLT",05:38,2019-02-06
30816,30816,2019-02-07 21:29:30-02:00,"Lugar bonito + manumoreia + filtro maneiro + caretas = chuva de likes ✌❤
--------
#paidemenina #caretas #careta #maneiro #lugar #bonito  #pai #menina #boanite #louco #mete #louko #domina… https://t.co/PrdlKMQmcP",21:29,2019-02-07
30827,30827,2019-02-07 21:15:59-02:00,"AQUECIMENTO GLOBAL ... muitos não acreditam mas a conta está chegando  se é que já não chegou !
#calor #chuva #tempestade
#pitacosdovovô está preocupado em São Paulo  Brazil https://t.co/sgESes009e",21:15,2019-02-07
31423,31423,2019-02-07 08:53:26-02:00,☂️☔️Bom dia quase com chuva... #☔️ #bomdia #goodmorning #bonjour #ficaadica #buongiorno #gutenmorgen #godmorgen #buenosdias #aloha #brazil #sp #saopaulo #🇧🇷 #photo #photography #foto… https://t.co/sOrZu4c3vO,08:53,2019-02-07
31439,31439,2019-02-07 08:07:52-02:00,"Noite de Trevas Metaaaaaaaaaaal número 5
E acabou.
Confesso q não esperava tanta referência. Abre o guarda chuvas pq tem chuva de referência nessa HQ.
Aliás acho q o dedo do Morrison foi… https://t.co/S1WC2uqVfs",08:07,2019-02-07
31517,31517,2019-02-07 02:22:53-02:00,"Quarta Feira!!
Dia 06/02
Apesar da chuva o samba rolou sim senhor 👏🎼🎶🎵🎤🎧
#gruposeaoficial #sambadoluiz em Pao Pao Queijo Queijo https://t.co/11fzGAveQH",02:22,2019-02-07
31625,31625,2019-02-06 22:53:06-02:00,☔ #raining #diadechuva #sp #boatardee #wednesday em São Paulo  Brazil https://t.co/0CniellpYm,22:53,2019-02-06
31628,31628,2019-02-06 22:50:44-02:00,"Memória afetiva de infância na roça ou herança da descendência italiana?!   🇧🇷🍝 🇮🇹  Harmoniza com chuvinha e as crias debaixo da asa. 
#wednesday #dinner #kids #mood #rules #rain… https://t.co/QR1yYNs8xq",22:50,2019-02-06
31658,31658,2019-02-06 22:14:26-02:00,Obg pela visita !!! Saudades das nossas conversas e das nossas loucuras Obg por ser calmaria nessa intensa tempestade louca  que eu sou !!! Te Adoro !!! Te Amo !!! 👩🏻‍⚕⚕🦉📸🐇🐰🐺🤪😜😍😘❤️… https://t.co/GuhMVMMZyY,22:14,2019-02-06
32454,32454,2019-02-07 23:07:11-02:00,Eu aqui  procurando a chuva e o frio que estava fazendo em SP ainda ontem em São Paulo  Brazil https://t.co/PuhjL4oTwV,23:07,2019-02-07
32953,32953,2019-02-09 13:49:16-02:00,"🌈 
#boy #pride #celebration #life #beyourself #beproud #instagram #itboy #rainbow #tokyo #saopaulo #brazil em São Paulo  Brazil https://t.co/MQdntkWDzX",13:49,2019-02-09
33237,33237,2019-02-09 01:37:55-02:00,Solidariedade às vítimas da chuva no Rio de Janeiro.  Compartilhe e se puder  ajude pessoalmente. #riodejaneiro #ajudariodejaneiro #solidariedaderiodejaneiro #vidigal #morrodovidigal… https://t.co/eEO2MxNNvm,01:37,2019-02-09
34559,34559,2019-02-11 15:32:58-02:00,"Little Flowers
(Heritage Singers)
Little flowers never worry
When the wind begins to blow.
And they never  never cry
When the rain begins to fall.
though  it's wet and oh so cold 
Soon… https://t.co/B99qqKFDQn",15:32,2019-02-11
34641,34641,2019-02-11 14:02:48-02:00,A importância da preservação de áreas verdes 🌳🌨 #flora #fauna #brasil #agua #water #chuva #rain #vida #bio #preserve #aguasualinda em São Paulo  Brazil https://t.co/XeRxXBgvzn,14:02,2019-02-11
34671,34671,2019-02-11 13:36:33-02:00,"Novo membro da Família! Era só até passar a chuva! Aceitamos sugestões para o nome:
Adianto que é ligado no 220  macho e bagunceiro! em São Paulo  Brazil https://t.co/xdis7mFru1",13:36,2019-02-11
35153,35153,2019-02-12 21:13:23-02:00,Boa noite gaulera 💙 essa chuva 🌧 dá um soninho 😴 em São Paulo  Brazil https://t.co/MLdF9vcVDs,21:13,2019-02-12
35249,35249,2019-02-12 19:35:16-02:00,O tempo fechou  mas tempestade é minha especialidade! #goahead #bikesampa #bike #sp #bicicleta #ciclismo em São Paulo  Brazil https://t.co/wKZlrhaLF6,19:35,2019-02-12
35300,35300,2019-02-12 18:38:22-02:00,"🎵Será que vai chover 🎶
#chuva #rain em São Paulo  Brazil https://t.co/HZuiiOqsLF",18:38,2019-02-12
35337,35337,2019-02-12 18:05:01-02:00,"Um guarda-chuva vai ser útil...
An umbrella will be useful... em São Paulo  Brazil https://t.co/LIPYSGIBjj",18:05,2019-02-12
35711,35711,2019-02-12 08:15:22-02:00,Uma tipica terça; trânsito  lotação e chuva com reportagem... Sampa né em São Paulo  Brazil https://t.co/jBuCfvjpPw,08:15,2019-02-12
36103,36103,2019-02-13 18:43:22-02:00,#boatarde #poschuva #depoisdachuva #floresceu #flor #verao #jardim #natureza em São Paulo  Brazil https://t.co/HH2kowu48T,18:43,2019-02-13
36199,36199,2019-02-13 17:00:06-02:00,"SP
#Rain #SaoPaulo #Sampa #Sampacity #SpLovers #skyline #exploretheworld #streetphotography #streetview #street #travelaroundtheworld #instashot #instatravel #instapassport… https://t.co/Hcf1JIQ4Kp",17:00,2019-02-13
36786,36786,2019-02-12 22:15:14-02:00,"Chuva em SP? hahaha 
#saopaulo #sp #sampa #chuva #rain #itsraining #tercafeira #iphone #iphone6s #foto # photo #lightroom #celphoto em São Paulo  Brazil https://t.co/8Dxxa1kXGm",22:15,2019-02-12
37211,37211,2019-02-14 15:17:03-02:00,"🔥CHUVA DE SEGUIDORES 11 MIL🔥
 #folowtrick… https://t.co/B4IHuuDSMg",15:17,2019-02-14
37212,37212,2019-02-14 15:16:51-02:00,"🔥CHUVA DE SEGUIDORES 11 MIL🔥
 #folowtrick… https://t.co/nYwU3G0Ld2",15:16,2019-02-14
37213,37213,2019-02-14 15:16:38-02:00,"🔥CHUVA DE SEGUIDORES 11 MIL🔥
 #folowtrick #chuvadeseguidores… https://t.co/qge4Vl4366",15:16,2019-02-14
37222,37222,2019-02-14 15:02:07-02:00,"🔥CHUVA DE SEGUIDORES 11 MIL🔥
 #folowtrick… https://t.co/1DdNdVBiiX",15:02,2019-02-14
37223,37223,2019-02-14 15:01:56-02:00,"🔥CHUVA DE SEGUIDORES 11 MIL🔥
 #folowtrick #chuvadeseguidores… https://t.co/aou4AXedGZ",15:01,2019-02-14
37224,37224,2019-02-14 15:01:43-02:00,"🔥CHUVA DE SEGUIDORES 11 MIL🔥
 #folowtrick… https://t.co/f8jWRZgL5e",15:01,2019-02-14
37280,37280,2019-02-14 14:27:48-02:00,"Mini rosas pra enfeitar seu feed  amando o resultado da chuva nos vasinhos 😊🌹 #flores #rosas #roses #alimentadas #estaolindas #natureza
#boatarde em São Paulo  Brazil https://t.co/8RKGxiKskH",14:27,2019-02-14
37438,37438,2019-02-14 11:45:11-02:00,O entardecer em Lohan. Num ultimo jorro de luz  raio de sol enche o Templo vazio! Contraste entre o urbano e o sagrado! em Templo Lohan https://t.co/DV7iLxnl2e,11:45,2019-02-14
37485,37485,2019-02-14 10:41:16-02:00,Chuva  Suor e Cerveja! #binacoquet #frevo  #manoucheguitar #gypsyjazz #guitar #acapellaapp em São Paulo  Brazil https://t.co/crxXq2lEQd,10:41,2019-02-14
37486,37486,2019-02-14 10:40:19-02:00,Para Raio também de @djavanoficial por adriana29so em Faculdade Cantareira https://t.co/jrrMjGqtfB,10:40,2019-02-14
37750,37750,2019-02-13 23:39:47-02:00,Boa noite pra @majucoutinho  pra Donata Meirelles  ex- diretora da revista Vogue   já não posso dizer o mermo. Somos todas Maju! Viva Maju! Uma chuva de bençãos. #Repost realwbonner with… https://t.co/ItHGRdHhM6,23:39,2019-02-13
38118,38118,2019-02-15 16:49:19-02:00,Nem chuva nem ameaças nos tiram da luta! #sampaprevnao #revogajá #naotemarrego em Theatro Municipal de São Paulo https://t.co/2Y3bYSP4h1,16:49,2019-02-15
38165,38165,2019-02-15 15:46:05-02:00,Iti Malia  que chuva  titio! em São Paulo  Brazil https://t.co/BKUMYEccwH,15:46,2019-02-15
38190,38190,2019-02-15 15:14:21-02:00,"Quando justamente o dia que você precisa resolver um monte de coisa na rua  está chuvoso e nublado 🌫
#tpmbasica #ootdgals #fashiongoals   #modaparamulheres… https://t.co/4fNLCZFMSo",15:14,2019-02-15
38206,38206,2019-02-15 14:49:17-02:00,"no centro da cidade
a luz do céu reflete nos prédios 
o cinza dessa tempestade
que só molha e molha...
não tenha medo
seja como a chuva
corra!
#pintandooinfinito #centrosp #snapseed em… https://t.co/ALIxFr8Y9Z",14:49,2019-02-15
38218,38218,2019-02-15 14:14:21-02:00,"'DIAS CINZAS SÃO NECESSÁRIOS.' 
#ClickstarFotografia #ClickDeSP #ChuvaDeRua #ClicksDeChuva 🌂💧☔ em São Paulo  Brazil https://t.co/iCV0SDej50",14:14,2019-02-15
38235,38235,2019-02-15 13:47:12-02:00,"Ué .. Então né 
#6ixgaintrain #gainwithnerm
#naesfollowtrain#sigodevolta #gaintrick
#chuvadeseguidores #chuva #sdv #like #chuvadelikes#chuvadeseguidores30k… https://t.co/k7gRO9d31n",13:47,2019-02-15
38671,38671,2019-02-14 23:18:14-02:00,bye sexual lightning em Tokyo 東 京 https://t.co/SibNn18TJA,23:18,2019-02-14
38855,38855,2019-02-16 19:50:17-02:00,"Aerosmith - Aquela_do_armagedon.mp3
#aerosmith #triste #chuva #armageddon em São Paulo  Brazil https://t.co/R11jirYn1w",19:50,2019-02-16
38873,38873,2019-02-16 19:34:04-02:00,"Boa noite galera.  Em Sao Paulo  chuva desde ontem. Bencao que cai do ceu. 🙇🙌. Bom descanso. Deus abençoe a todos. 🙇🙏🏻😘.
@hrsouza46 
#music #musicafafa #autoral #sp #mg… https://t.co/tztdFd4PDe",19:34,2019-02-16
38917,38917,2019-02-16 18:47:46-02:00,Faça sol ou faça chuva  com fantasia de par de jarra  'nóis é' festivalpilantragi em São Paulo  Brazil https://t.co/qkgdeK5oUH,18:47,2019-02-16
38940,38940,2019-02-16 18:08:04-02:00,This happened within 10 minutes of it beginning to rain. Coming down that street  the water was almost to my knees at one point! #flashflood @ São Paulo  Brazil https://t.co/dvRQEkwpQ5,18:08,2019-02-16
38943,38943,2019-02-16 18:03:54-02:00,"Família em dia de #chuva olha que aconteceu Alice dá uma surra no Pedro e 
Pedro não sabe perder 
#FatalFury #SNK #neogeo #SuperNintendo #supernes #nes  #MegaDrive  #TurboGrafx-16… https://t.co/MuqugtvMe2",18:03,2019-02-16
38961,38961,2019-02-16 17:47:20-02:00,Chuva Paulistana em Praça da República https://t.co/AHOAHD4V8w,17:47,2019-02-16
38996,38996,2019-02-16 17:09:04-02:00,O dia todo com chuva vamos fazer o que? #dormir  #descansar  #pet  #sábado  #folga em São Paulo  Brazil https://t.co/ndfvSPyjDz,17:09,2019-02-16
